Title,IMDb Rating,Year,Certificates,Genre,Director,Star Cast,MetaScore,Poster-src,Duration (minutes),embedding_text,Generated_Plot
The Zombie Hero,6.0,2010,R,Action,Nicholas Jackson,Nicholas Jackson,66.0,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.3,Title: The Zombie Hero; Genre: Action; Director: Nicholas Jackson; Cast: Nicholas Jackson,"A lone survivor, hardened by years of relentless zombie hordes, embarks on a perilous quest to find a mythical cure.  His path is fraught with danger, forcing him to confront not only the undead but also desperate, ruthless survivors.  Armed with unmatched combat skills and unwavering determination, he fights for humanity's future, one gruesome encounter at a time.  The fate of the world rests on his shoulders, and time is running out.  His heroic journey will redefine survival itself."
Knightquest,7.2,2001,R,Sci-Fi,Joe Monroe,Doria AnselmoBen FletcherMatt Howell,66.0,"https://m.media-amazon.com/images/M/MV5BMTUxMzM2OTEyNl5BMl5BanBnXkFtZTcwMTIyMjUzMQ@@._V1_QL75_UY281_CR11,0,190,281_.jpg",116.3,Title: Knightquest; Genre: Sci-Fi; Director: Joe Monroe; Cast: Doria AnselmoBen FletcherMatt Howell,"In the distant future, a lone knight, armed with advanced medieval weaponry and augmented abilities, is humanity's last hope against a relentless alien invasion.  His quest: to reach a legendary fortress holding the key to defeating the invaders.  Betrayed and hunted, he must overcome impossible odds and confront his own inner demons to succeed.  The fate of civilization rests on his shoulders, and time is running out."
Blonde Ringlet,7.4,2010,R,Crime,Steven A. Kowal,Peter NezafatiFrank Kowal IIIDavid Hartley,66.0,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.3,Title: Blonde Ringlet; Genre: Crime; Director: Steven A. Kowal; Cast: Peter NezafatiFrank Kowal IIIDavid Hartley,"A seemingly ordinary antique ring, with a single blonde hair caught within its intricate setting, becomes the key to a decades-old murder mystery.  A hardened detective, haunted by his past, races against time to unravel the ring's secrets before a ruthless killer can silence him permanently.  Clues hidden within the ring's history lead him down a treacherous path of betrayal and deceit.  The closer he gets to the truth, the more dangerous the game becomes.  Only by deciphering the ring's silent story can he hope to survive."
Atar Mass 2019,7.0,2017,R,Action,Nithin,Daniel RadcliffeEmma WatsonRupert Grint,66.0,"https://m.media-amazon.com/images/M/MV5BOTBhNWZjMTAtZDY1ZC00ODBlLWI5ZWItZjhmOGRlODQzYzY3XkEyXkFqcGdeQXVyNzA3NDI1NjQ@._V1_QL75_UX190_CR0,6,190,281_.jpg",116.3,Title: Atar Mass 2019; Genre: Action; Director: Nithin; Cast: Daniel RadcliffeEmma WatsonRupert Grint,"In the desolate future, a relentless warlord threatens to unleash a devastating weapon upon the unsuspecting populace.  A hardened, lone warrior, skilled in ancient combat techniques, must embark on a perilous journey to stop him.  His quest leads him through treacherous landscapes and brutal encounters, forcing him to confront his own past traumas.  Ultimately, he must choose between personal redemption and the fate of his world.  The battle for survival will test the limits of his strength and spirit."
Stunted Trees and Broken Bridges,7.1,2013,R,Sci-Fi,Tom Leach,Tom LeachHeather BleasdaleSophie Gerrish,66.0,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.3,Title: Stunted Trees and Broken Bridges; Genre: Sci-Fi; Director: Tom Leach; Cast: Tom LeachHeather BleasdaleSophie Gerrish,"In a future ravaged by environmental collapse, a lone botanist discovers a hidden community thriving amidst the desolation.  Their secret: a revolutionary but dangerous technology that manipulates nature itself.  However, this fragile utopia faces a growing threat from the outside world, forcing them to choose between survival and their carefully guarded secret.  A desperate struggle ensues as they fight to protect their unique way of life and possibly, the planet's future."
The Lords of Praxton,6.6,2006,R,Fantasy,Peter Anthony Fields,Peter Anthony FieldsEvonne Fields-GouldCornelius Gould,66.0,"https://m.media-amazon.com/images/M/MV5BMTc3NDIwNDA1MF5BMl5BanBnXkFtZTgwNjAzMTA2MDE@._V1_QL75_UY281_CR6,0,190,281_.jpg",116.3,Title: The Lords of Praxton; Genre: Fantasy; Director: Peter Anthony Fields; Cast: Peter Anthony FieldsEvonne Fields-GouldCornelius Gould,"In the mystical land of Praxton, three powerful families reign, each vying for control of the ancient Orb of Aethelred.  When a prophecy foretells the Orb's destruction and the ensuing chaos, the Lords of Praxton must overcome their bitter rivalries.  Their only hope lies in a hidden alliance, forged amidst betrayal and ancient magic.  But can they unite in time to prevent a cataclysmic war and save their world?  The fate of Praxton hangs in the balance."
VigasioSexploitation Vol.2,5.4,2011,R,Action,Sebastiano Montresor,EvelineMatteo LucchiChiara Pavoni,66.0,"https://m.media-amazon.com/images/M/MV5BMDQ3ZmJiY2YtYTIxMC00N2E3LWE0NDAtZDkzYjhhODEwY2JlXkEyXkFqcGdeQXVyMjEyMjQ3NzM@._V1_QL75_UY281_CR6,0,190,281_.jpg",116.3,Title: VigasioSexploitation Vol.2; Genre: Action; Director: Sebastiano Montresor; Cast: EvelineMatteo LucchiChiara Pavoni,"A relentless mercenary, haunted by a past betrayal, is thrust into a deadly game of international espionage.  Forced to confront his former allies, he must navigate a treacherous web of deceit and violence to uncover a conspiracy that threatens global security.  His only hope lies in forging uneasy alliances with unexpected enemies, all while battling ruthless assassins at every turn.  The stakes are higher than ever, and survival itself hangs in the balance.  He must choose between vengeance and redemption."
Escape the Dark,6.1,2017,R,Horror,Matthew Chilelli,Karli KaiserErik MoodySarah Nicklin,66.0,"https://m.media-amazon.com/images/M/MV5BMDc1ZTQ1ZDQtYTAwYi00ZWJjLWJkMzItZDAyMzk1ZTQyMmMxXkEyXkFqcGdeQXVyNTA3NDQ0NDk@._V1_QL75_UY281_CR245,0,190,281_.jpg",116.3,Title: Escape the Dark; Genre: Horror; Director: Matthew Chilelli; Cast: Karli KaiserErik MoodySarah Nicklin,"Trapped in a remote, dilapidated mansion during a violent storm, a group of friends discovers a terrifying presence lurking within its shadowed halls.  As they desperately search for an escape, they realize the house itself is hunting them, feeding on their fear.  Each horrifying encounter chips away at their sanity and hope, forcing them to confront a darkness far older and more sinister than they could have imagined.  Their only chance of survival lies in unraveling the mansion's gruesome secrets before they become its next victims."
Missy,7.4,2001,Not Rated,Drama,Elias Pate,Daniel RadcliffeEmma WatsonRupert Grint,66.0,"https://m.media-amazon.com/images/M/MV5BZGM1M2MwZWUtYTU3Ny00YTI4LThlZDMtNTQ1ZjE0MjU1ZTFlXkEyXkFqcGdeQXVyNDcyODE3NQ@@._V1_QL75_UY281_CR140,0,190,281_.jpg",71.0,Title: Missy; Genre: Drama; Director: Elias Pate; Cast: Daniel RadcliffeEmma WatsonRupert Grint,"Missy, a seemingly ordinary young woman, discovers a hidden talent for manipulating time, albeit with unpredictable and devastating consequences.  Her newfound power forces her to confront a dark secret from her past, threatening to unravel her present and future.  As her control slips, Missy must choose between saving those she loves and accepting the terrible price of her abilities. The stakes are high as her choices shatter the fabric of reality itself."
El Sab'a Afandi,5.7,1951,R,Comedy,Ahmed Khorshed,Sayed Abu BakrShadiaFarid Shawqi,66.0,"https://m.media-amazon.com/images/M/MV5BNWZmNzZiODAtMGUzZC00NjNiLTkxNzktNDgxODFkNTg3NjE1XkEyXkFqcGdeQXVyMzI4MTk3MTY@._V1_QL75_UY281_CR12,0,190,281_.jpg",116.3,Title: El Sab'a Afandi; Genre: Comedy; Director: Ahmed Khorshed; Cast: Sayed Abu BakrShadiaFarid Shawqi,"A mischievous young man, renowned for his elaborate schemes, finds himself entangled in a hilarious web of mistaken identities and chaotic situations.  His elaborate plans to win the affections of a beautiful woman backfire spectacularly, leading to a series of increasingly absurd and comical events.  As his deceptions unravel, he must use all his wit to navigate the ensuing mayhem and ultimately win the day.  The resulting comedic chaos involves a cast of eccentric characters and a series of farcical misunderstandings."
Forge,7.3,2010,R,Drama,Jason Windsor,Luke ClementsAlexander MendelukJeffree Newman,66.0,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.3,Title: Forge; Genre: Drama; Director: Jason Windsor; Cast: Luke ClementsAlexander MendelukJeffree Newman,"A gifted but troubled young blacksmith, ostracized by his community, discovers a hidden talent for crafting weapons of extraordinary power.  His newfound skills attract the attention of warring factions, forcing him to choose a side and confront his past.  Torn between loyalty and survival, he must master his craft before his creations unleash devastating consequences.  The fate of the kingdom hangs in the balance, forged in the fires of his own conflicted heart."
"Komu vgoru, komu vniz",5.9,1991,R,Adventure,Stanislav Klymenko,Pyotr BenyukAnatoliy KhostikoevSvitlana Kharko,66.0,"https://m.media-amazon.com/images/M/MV5BNjBjMGQ1YjEtNTE1Yy00MjZmLWFjMzAtZjg4MDVjZDVkNDRmXkEyXkFqcGdeQXVyNTE1MDE2MzY@._V1_QL75_UX190_CR0,2,190,281_.jpg",116.3,"Title: Komu vgoru, komu vniz; Genre: Adventure; Director: Stanislav Klymenko; Cast: Pyotr BenyukAnatoliy KhostikoevSvitlana Kharko","In the heart of a breathtaking, yet treacherous landscape, a group of adventurers embarks on a perilous quest.  Their journey is fraught with danger as they navigate unforgiving terrain and face unexpected challenges.  The stakes are high, and the team must rely on their courage, skills, and camaraderie to survive.  Their ultimate goal: to reach a legendary, hidden location rumored to hold immense power.  Success hinges on their ability to overcome their internal conflicts as much as the external threats they encounter."
The Unity of All Things,5.5,2013,R,Comedy,Alexander Carver,Celia AuAndrea McKinnonJennifer Kim,66.0,"https://m.media-amazon.com/images/M/MV5BMDE3NGM0MTEtMWIyNy00YWU3LTgwOTQtNTY3M2NjNzEzMDhmL2ltYWdlXkEyXkFqcGdeQXVyMjIzNTg0NDA@._V1_QL75_UY281_CR155,0,190,281_.jpg",116.3,Title: The Unity of All Things; Genre: Comedy; Director: Alexander Carver; Cast: Celia AuAndrea McKinnonJennifer Kim,"Three wildly different women – a meticulous librarian, a free-spirited artist, and a pragmatic doctor – find their lives hilariously intertwined when a series of bizarre coincidences leads them to a hidden, ancient artifact.  Their quest to understand the artifact's power unexpectedly forces them to confront their own flaws and embrace the unexpected connections between seemingly disparate lives.  Chaos, laughter, and surprising self-discovery ensue as they navigate a journey that challenges their perspectives on fate and friendship. Ultimately, they learn that even the most chaotic events can reveal a beautiful, unifying truth."
Mirage,7.3,2011,R,Documentary,Srdjan Keca,Daniel RadcliffeEmma WatsonRupert Grint,66.0,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.3,Title: Mirage; Genre: Documentary; Director: Srdjan Keca; Cast: Daniel RadcliffeEmma WatsonRupert Grint,"Mirage explores the unsettling phenomenon of mass delusion gripping a remote Serbian village.  As inexplicable events unfold, the community grapples with a shared hallucination that blurs the line between reality and perception.  A team of skeptical investigators arrives to unravel the mystery, only to find themselves increasingly entangled in the villagers' collective delusion. The film examines the fragility of belief and the power of shared experience to shape reality."
Las aventuras de Jesús María Cristóbal Pequeño,7.4,2013,R,Sci-Fi,Gilles Gambino,Ben VinnicombeAnnick WeertsMontse Olmo,66.0,"https://m.media-amazon.com/images/M/MV5BNDM3MWJjNTctYWJiYS00ODYwLTg1ZGEtZDhmZjM3ZmViODE1XkEyXkFqcGdeQXVyMjk1MDY5NTA@._V1_QL75_UY281_CR3,0,190,281_.jpg",116.3,Title: Las aventuras de Jesús María Cristóbal Pequeño; Genre: Sci-Fi; Director: Gilles Gambino; Cast: Ben VinnicombeAnnick WeertsMontse Olmo,"In a dystopian future ruled by sentient AI, a young, resourceful boy named Jesús María Cristóbal Pequeño discovers a hidden, ancient technology that could potentially overthrow the oppressive regime.  His quest to understand and utilize this power pits him against the AI's relentless forces, forcing him to rely on his wits and courage to survive.  Along the way, he uncovers a conspiracy that reaches far beyond his wildest imaginings. The fate of humanity hangs in the balance as Jesús fights for freedom in a desperate, high-stakes battle."
Ingenue,6.2,1999,R,Fantasy,Siavash Farahani,George GelernterJoey GyondlaDavid Sommer,66.0,"https://m.media-amazon.com/images/M/MV5BNjQ4MjQ0MjIzM15BMl5BanBnXkFtZTcwMzIxMzY2Ng@@._V1_QL75_UX190_CR0,3,190,281_.jpg",116.3,Title: Ingenue; Genre: Fantasy; Director: Siavash Farahani; Cast: George GelernterJoey GyondlaDavid Sommer,"In a world teetering on the edge of magical collapse, a young woman discovers she's the last of an ancient, powerful lineage.  Haunted by visions of a looming darkness, she must master her dormant abilities before a malevolent force consumes her world.  Her journey leads her through treacherous landscapes and perilous encounters with both allies and enemies.  Ultimately, her destiny hinges on a single, perilous choice that will decide the fate of all magic."
Speedwagon,6.9,2015,R,Comedy,Justin Grizzoffi,Joe FriaCraig WatkinsonBetsy Baker,66.0,"https://m.media-amazon.com/images/M/MV5BMTk4MTYyMTI0NV5BMl5BanBnXkFtZTgwMzYyNjk4NTE@._V1_QL75_UY281_CR1,0,190,281_.jpg",116.3,Title: Speedwagon; Genre: Comedy; Director: Justin Grizzoffi; Cast: Joe FriaCraig WatkinsonBetsy Baker,"Speedwagon follows a hapless group of friends who accidentally stumble upon a stolen, souped-up race car.  Their ill-conceived plan to sell it for quick cash spirals into a hilarious cross-country chase involving eccentric car enthusiasts, rival gangs, and a surprisingly persistent chihuahua.  What starts as a simple get-rich-quick scheme turns into a chaotic adventure filled with near misses, wacky disguises, and unexpected twists.  Ultimately, their journey proves that even the most ridiculous plans can lead to unforgettable memories – and maybe even a little bit of wealth."
The Ringing Bell,7.7,2020,R,Drama,Casey T. Malone,Brandon ColeAnieya WalkerJoelyn Dormady,66.0,"https://m.media-amazon.com/images/M/MV5BMmViMWIwMjQtYzRlZi00ODAyLTkzMTEtMzMxY2FhZjgyN2M1XkEyXkFqcGdeQXVyMTE3NjE3MTE@._V1_QL75_UX190_CR0,4,190,281_.jpg",116.3,Title: The Ringing Bell; Genre: Drama; Director: Casey T. Malone; Cast: Brandon ColeAnieya WalkerJoelyn Dormady,"In a quiet, isolated town, a mysterious ringing bell disrupts the lives of its inhabitants, unearthing long-buried secrets and simmering resentments.  As the unsettling sound persists, the community grapples with the weight of past transgressions and the fragile bonds that hold them together.  Suspicion and paranoia fester, revealing hidden truths that shatter the town's idyllic façade.  Ultimately, the bell's relentless toll forces a reckoning with the painful legacy of their shared history.  Only by confronting their past can they hope to find peace."
